Age,Attrition,Business Travel,Daily Rate,Department,Education Field,Employee Number,Gender,Hourly Rate,Job Level,Job Role,Marital Status,Monthly Income,Monthly Rate,Over Time,Percent Salary Hike,Performance Rating,Standard Hours,Total Working Years,Years At Company,Years In Current Role
26,No,Travel Rarely,572,Sales,Medical,1836,Male,46,2,Sales Executive,Single,4684,9125,No,13,3,80,5,5,3
58,No,Travel Frequently,1216,Research & Development,Life Sciences,1837,Male,87,4,Research Director,Married,15787,21624,Yes,14,3,80,23,2,2
18,No,Non-Travel,1431,Research & Development,Medical,1839,Female,33,1,Research Scientist,Single,1514,8018,No,16,3,80,0,0,0
31,Yes,Travel Rarely,359,Human Resources,Human Resources,1842,Male,89,1,Human Resources,Married,2956,21495,No,17,3,80,2,1,0
29,Yes,Travel Rarely,350,Human Resources,Human Resources,1844,Male,56,1,Human Resources,Divorced,2335,3157,Yes,15,3,80,4,2,2
45,No,Non-Travel,589,Sales,Life Sciences,1845,Female,67,2,Sales Executive,Married,5154,19665,No,22,4,80,10,8,7
36,No,Travel Rarely,430,Research & Development,Other,1847,Female,73,2,Research Scientist,Married,6962,19573,Yes,22,4,80,15,1,0
43,No,Travel Frequently,1422,Sales,Life Sciences,1849,Male,92,2,Sales Executive,Married,5675,19246,No,20,4,80,7,7,7
27,No,Travel Frequently,1297,Research & Development,Life Sciences,1850,Female,53,1,Laboratory Technician,Single,2379,19826,Yes,14,3,80,6,5,4
29,No,Travel Frequently,574,Research & Development,Medical,1852,Male,40,1,Laboratory Technician,Married,3812,7003,No,13,3,80,11,11,8
32,No,Travel Frequently,1318,Sales,Marketing,1853,Male,79,2,Sales Executive,Single,4648,26075,No,13,3,80,4,0,0
42,No,Non-Travel,355,Research & Development,Technical Degree,1854,Male,38,1,Research Scientist,Married,2936,6161,No,22,4,80,10,6,3
47,No,Travel Rarely,207,Research & Development,Life Sciences,1856,Female,64,1,Laboratory Technician,Single,2105,5411,No,12,3,80,7,2,2
46,No,Travel Rarely,706,Research & Development,Life Sciences,1857,Male,82,3,Manufacturing Director,Divorced,8578,19989,No,14,3,80,12,9,8
28,No,Non-Travel,280,Human Resources,Life Sciences,1858,Male,43,1,Human Resources,Divorced,2706,10494,No,15,3,80,3,3,2
29,No,Travel Rarely,726,Research & Development,Life Sciences,1859,Male,93,2,Healthcare Representative,Divorced,6384,21143,No,17,3,80,11,7,0
42,No,Travel Rarely,1142,Research & Development,Life Sciences,1860,Male,81,1,Laboratory Technician,Single,3968,13624,No,13,3,80,8,0,0
32,Yes,Travel Rarely,414,Sales,Marketing,1862,Male,82,2,Sales Executive,Single,9907,26186,Yes,12,3,80,7,2,2
46,No,Travel Rarely,1319,Sales,Technical Degree,1863,Female,45,4,Sales Executive,Divorced,13225,7739,No,12,3,80,25,19,17
27,No,Travel Rarely,728,Sales,Medical,1864,Female,36,2,Sales Representative,Married,3540,7018,No,21,4,80,9,9,8
29,No,Travel Rarely,352,Human Resources,Medical,1865,Male,87,1,Human Resources,Married,2804,15434,No,11,3,80,1,1,0
43,No,Travel Rarely,823,Research & Development,Medical,1866,Female,81,5,Manager,Married,19392,22539,No,13,3,80,21,16,12
48,No,Travel Rarely,1224,Research & Development,Life Sciences,1867,Male,91,5,Research Director,Married,19665,13583,No,12,3,80,29,22,10
29,Yes,Travel Frequently,459,Research & Development,Life Sciences,1868,Male,73,1,Research Scientist,Single,2439,14753,Yes,24,4,80,1,1,0
46,Yes,Travel Rarely,1254,Sales,Life Sciences,1869,Female,64,3,Sales Executive,Married,7314,14011,No,21,4,80,14,8,7
27,No,Travel Frequently,1131,Research & Development,Life Sciences,1870,Female,77,1,Research Scientist,Married,4774,23844,No,19,3,80,8,7,6
39,No,Travel Rarely,835,Research & Development,Other,1871,Male,41,2,Research Scientist,Divorced,3902,5141,No,14,3,80,7,2,2
55,No,Travel Rarely,836,Research & Development,Technical Degree,1873,Male,98,1,Research Scientist,Married,2662,7975,No,20,4,80,19,5,2
28,No,Travel Rarely,1172,Sales,Medical,1875,Female,78,1,Sales Representative,Married,2856,3692,No,19,3,80,1,1,0
30,Yes,Travel Rarely,945,Sales,Medical,1876,Male,89,1,Sales Representative,Single,1081,16019,No,13,3,80,1,1,0
22,Yes,Travel Rarely,391,Research & Development,Life Sciences,1878,Male,75,1,Research Scientist,Single,2472,26092,Yes,23,4,80,1,1,0
36,No,Travel Rarely,1266,Sales,Technical Degree,1880,Female,63,2,Sales Executive,Married,5673,6060,Yes,13,3,80,10,10,9
31,No,Travel Rarely,311,Research & Development,Life Sciences,1881,Male,89,2,Laboratory Technician,Divorced,4197,18624,No,11,3,80,10,10,8
34,No,Travel Rarely,1480,Sales,Life Sciences,1882,Male,64,3,Sales Executive,Married,9713,24444,Yes,13,3,80,9,5,3
29,No,Travel Rarely,592,Research & Development,Life Sciences,1883,Male,59,1,Laboratory Technician,Single,2062,19384,No,14,3,80,11,3,2
37,No,Travel Rarely,783,Research & Development,Medical,1885,Male,78,2,Research Scientist,Married,4284,13588,Yes,22,4,80,16,5,3
35,No,Travel Rarely,219,Research & Development,Other,1886,Female,44,2,Manufacturing Director,Married,4788,25388,Yes,11,3,80,4,3,2
45,No,Travel Rarely,556,Research & Development,Life Sciences,1888,Female,93,2,Manufacturing Director,Married,5906,23888,No,13,3,80,10,9,8
36,No,Travel Frequently,1213,Human Resources,Human Resources,1890,Male,94,2,Human Resources,Single,3886,4223,No,21,4,80,10,10,1
40,No,Travel Rarely,1137,Research & Development,Life Sciences,1892,Male,98,4,Manager,Divorced,16823,18991,No,11,3,80,22,19,7
26,No,Travel Rarely,482,Research & Development,Life Sciences,1893,Female,90,1,Research Scientist,Married,2933,14908,Yes,13,3,80,1,1,0
27,No,Travel Rarely,511,Sales,Medical,1898,Female,89,2,Sales Executive,Single,6500,26997,No,14,3,80,9,8,7
48,No,Travel Frequently,117,Research & Development,Medical,1900,Female,58,4,Manager,Divorced,17174,2437,No,11,3,80,24,22,17
44,No,Travel Rarely,170,Research & Development,Life Sciences,1903,Male,78,2,Healthcare Representative,Married,5033,9364,No,15,3,80,10,2,0
34,Yes,Non-Travel,967,Research & Development,Technical Degree,1905,Male,85,1,Research Scientist,Married,2307,14460,Yes,23,4,80,5,5,2
56,Yes,Travel Rarely,1162,Research & Development,Life Sciences,1907,Male,97,1,Laboratory Technician,Single,2587,10261,No,16,3,80,5,4,2
36,No,Travel Rarely,335,Sales,Marketing,1908,Male,33,2,Sales Executive,Married,5507,16822,No,16,3,80,12,4,2
41,No,Travel Rarely,337,Sales,Marketing,1909,Female,54,2,Sales Executive,Married,4393,26841,No,21,4,80,14,5,4
42,No,Travel Rarely,1396,Research & Development,Medical,1911,Male,83,3,Research Director,Married,13348,14842,No,13,3,80,18,13,7
31,No,Travel Rarely,1079,Sales,Medical,1912,Female,86,2,Sales Executive,Divorced,6583,20115,Yes,11,3,80,8,5,2
34,No,Travel Rarely,735,Sales,Medical,1915,Female,75,2,Sales Executive,Married,8103,16495,Yes,12,3,80,9,4,2
31,No,Travel Rarely,471,Research & Development,Medical,1916,Female,62,1,Laboratory Technician,Divorced,3978,16031,No,12,3,80,4,2,2
26,No,Travel Frequently,1096,Research & Development,Other,1918,Male,61,1,Laboratory Technician,Married,2544,7102,No,18,3,80,8,7,7
45,No,Travel Frequently,1297,Research & Development,Medical,1922,Male,44,2,Healthcare Representative,Single,5399,14511,No,12,3,80,12,4,2
33,No,Travel Rarely,217,Sales,Marketing,1924,Male,43,2,Sales Executive,Single,5487,10410,No,14,3,80,10,10,4
28,No,Travel Frequently,783,Sales,Life Sciences,1927,Male,42,2,Sales Executive,Married,6834,19255,Yes,12,3,80,7,7,7
29,Yes,Travel Frequently,746,Sales,Technical Degree,1928,Male,45,1,Sales Representative,Single,1091,10642,No,17,3,80,1,1,0
39,No,Non-Travel,1251,Sales,Life Sciences,1929,Female,32,2,Sales Executive,Married,5736,3987,No,19,3,80,10,3,2
27,No,Travel Rarely,1354,Research & Development,Technical Degree,1931,Male,41,1,Research Scientist,Married,2226,6073,No,11,3,80,6,5,3
34,No,Travel Frequently,735,Research & Development,Other,1932,Male,86,2,Research Scientist,Married,5747,26496,Yes,15,3,80,16,15,10
28,Yes,Travel Rarely,1475,Sales,Marketing,1933,Female,84,2,Sales Executive,Single,9854,23352,Yes,11,3,80,6,2,0
47,No,Non-Travel,1169,Research & Development,Technical Degree,1934,Male,64,2,Research Scientist,Married,5467,2125,No,18,3,80,16,8,7
56,No,Travel Rarely,1443,Sales,Marketing,1935,Female,89,2,Sales Executive,Married,5380,20328,No,16,3,80,6,0,0
39,No,Travel Rarely,867,Research & Development,Medical,1936,Male,87,2,Manufacturing Director,Married,5151,12315,No,25,4,80,10,10,0
38,No,Travel Frequently,1394,Research & Development,Medical,1937,Female,58,2,Research Scientist,Divorced,2133,18115,Yes,16,3,80,20,20,11
58,No,Travel Rarely,605,Sales,Life Sciences,1938,Female,72,4,Manager,Married,17875,11761,Yes,13,3,80,29,1,0
32,Yes,Travel Frequently,238,Research & Development,Life Sciences,1939,Female,47,1,Research Scientist,Single,2432,15318,Yes,14,3,80,8,4,1
38,No,Travel Rarely,1206,Research & Development,Life Sciences,1940,Male,71,1,Research Scientist,Divorced,4771,14293,No,19,3,80,10,5,2
49,No,Travel Frequently,1064,Research & Development,Life Sciences,1941,Male,42,5,Research Director,Married,19161,13738,No,15,3,80,28,5,4
42,No,Travel Rarely,419,Sales,Marketing,1943,Male,77,2,Sales Executive,Divorced,5087,2900,Yes,12,3,80,14,0,0
27,Yes,Travel Frequently,1337,Human Resources,Human Resources,1944,Female,58,1,Human Resources,Married,2863,19555,No,12,3,80,1,1,0
35,No,Travel Rarely,682,Sales,Medical,1945,Male,71,2,Sales Executive,Married,5561,15975,No,16,3,80,6,5,3
28,No,Non-Travel,1103,Research & Development,Medical,1947,Male,49,1,Research Scientist,Single,2144,2122,No,14,3,80,5,5,3
31,No,Non-Travel,976,Research & Development,Medical,1948,Male,48,1,Research Scientist,Divorced,3065,3995,Yes,13,3,80,4,4,2
36,No,Non-Travel,1351,Research & Development,Life Sciences,1949,Male,66,1,Laboratory Technician,Married,2810,9238,No,22,4,80,5,5,4
34,No,Travel Rarely,937,Sales,Marketing,1950,Male,32,3,Sales Executive,Single,9888,6770,No,21,4,80,14,14,8
34,No,Travel Rarely,1239,Sales,Medical,1951,Male,39,3,Sales Executive,Divorced,8628,22914,No,18,3,80,9,8,7
26,No,Travel Rarely,157,Research & Development,Medical,1952,Male,95,1,Laboratory Technician,Single,2867,20006,No,13,3,80,8,7,7
29,No,Travel Rarely,136,Research & Development,Life Sciences,1954,Male,89,2,Healthcare Representative,Married,5373,6225,No,12,3,80,6,5,3
32,No,Non-Travel,1146,Research & Development,Medical,1955,Female,34,2,Healthcare Representative,Divorced,6667,16542,No,18,3,80,9,5,1
31,No,Travel Frequently,1125,Research & Development,Life Sciences,1956,Male,48,2,Research Scientist,Married,5003,5771,No,21,4,80,10,10,8
28,Yes,Travel Rarely,1404,Research & Development,Technical Degree,1960,Male,32,1,Laboratory Technician,Divorced,2367,18779,No,12,3,80,6,4,1
38,No,Travel Rarely,1404,Sales,Life Sciences,1961,Male,59,1,Sales Representative,Single,2858,11473,No,14,3,80,20,1,0
35,No,Travel Rarely,1224,Sales,Life Sciences,1962,Female,55,2,Sales Executive,Married,5204,13586,Yes,11,3,80,10,10,8
27,No,Travel Rarely,954,Sales,Marketing,1965,Male,44,2,Sales Executive,Single,4105,5099,No,14,3,80,7,7,7
32,No,Travel Rarely,1373,Research & Development,Life Sciences,1966,Male,56,2,Manufacturing Director,Single,9679,10138,No,24,4,80,8,1,0
31,Yes,Travel Frequently,754,Sales,Marketing,1967,Male,63,2,Sales Executive,Married,5617,21075,Yes,11,3,80,10,10,7
53,Yes,Travel Rarely,1168,Sales,Life Sciences,1968,Male,66,3,Sales Executive,Single,10448,5843,Yes,13,3,80,15,2,2
54,No,Travel Rarely,155,Research & Development,Life Sciences,1969,Female,67,2,Research Scientist,Married,2897,22474,No,11,3,80,9,4,3
33,No,Travel Frequently,1303,Research & Development,Life Sciences,1970,Male,36,2,Healthcare Representative,Divorced,5968,18079,No,20,4,80,9,9,7
43,No,Travel Rarely,574,Research & Development,Life Sciences,1971,Male,30,3,Healthcare Representative,Married,7510,16873,No,17,3,80,10,10,9
38,No,Travel Frequently,1444,Human Resources,Other,1972,Male,88,1,Human Resources,Married,2991,5224,Yes,11,3,80,7,6,2
55,No,Travel Rarely,189,Human Resources,Human Resources,1973,Male,71,5,Manager,Married,19636,25811,Yes,18,3,80,35,10,9
31,No,Travel Rarely,1276,Research & Development,Medical,1974,Female,59,1,Laboratory Technician,Divorced,1129,17536,Yes,11,3,80,1,1,0
39,No,Travel Rarely,119,Sales,Marketing,1975,Male,77,4,Sales Executive,Single,13341,25098,No,12,3,80,21,20,8
42,No,Non-Travel,335,Research & Development,Life Sciences,1976,Male,37,2,Research Scientist,Single,4332,14811,No,12,3,80,20,20,9
31,No,Non-Travel,697,Research & Development,Medical,1979,Female,40,3,Research Director,Married,11031,26862,No,20,4,80,13,11,7
54,No,Travel Rarely,157,Research & Development,Medical,1980,Female,77,2,Manufacturing Director,Single,4440,25198,Yes,19,3,80,9,5,2
24,No,Travel Rarely,771,Research & Development,Life Sciences,1981,Male,45,2,Healthcare Representative,Single,4617,14120,No,12,3,80,4,4,3
23,No,Travel Rarely,571,Research & Development,Other,1982,Male,78,1,Laboratory Technician,Single,2647,13672,No,13,3,80,5,5,2
40,No,Travel Frequently,692,Research & Development,Technical Degree,1985,Female,73,2,Laboratory Technician,Married,6323,26849,No,11,3,80,10,10,9
40,No,Travel Rarely,444,Sales,Marketing,1986,Female,92,2,Sales Executive,Married,5677,4258,No,14,3,80,15,11,8
25,No,Travel Rarely,309,Human Resources,Human Resources,1987,Female,82,1,Human Resources,Married,2187,19655,No,14,3,80,6,2,0
30,No,Travel Rarely,911,Research & Development,Medical,1989,Male,76,1,Laboratory Technician,Married,3748,4077,No,13,3,80,12,12,8
25,No,Travel Rarely,977,Research & Development,Other,1992,Male,57,1,Laboratory Technician,Divorced,3977,7298,Yes,19,3,80,7,2,2
47,No,Travel Rarely,1180,Research & Development,Medical,1993,Male,84,3,Healthcare Representative,Single,8633,13084,No,23,4,80,25,17,14
33,No,Non-Travel,1313,Research & Development,Medical,1994,Male,59,1,Laboratory Technician,Divorced,2008,20439,No,12,3,80,1,1,1
38,No,Travel Rarely,1321,Sales,Life Sciences,1995,Male,86,2,Sales Executive,Married,4440,7636,No,15,3,80,16,15,13
31,No,Travel Rarely,1154,Sales,Life Sciences,1996,Male,54,1,Sales Representative,Married,3067,6393,No,19,3,80,3,2,2
38,No,Travel Frequently,508,Research & Development,Life Sciences,1997,Male,72,2,Manufacturing Director,Married,5321,14284,No,11,3,80,10,8,3
42,No,Travel Rarely,557,Research & Development,Life Sciences,1998,Male,35,2,Research Scientist,Divorced,5410,11189,Yes,17,3,80,9,4,3
41,No,Travel Rarely,642,Research & Development,Life Sciences,1999,Male,76,1,Research Scientist,Married,2782,21412,No,22,4,80,12,5,3
47,No,Non-Travel,1162,Research & Development,Medical,2000,Female,98,3,Research Director,Married,11957,17231,No,18,3,80,14,13,8
35,No,Travel Rarely,1490,Research & Development,Medical,2003,Male,43,1,Laboratory Technician,Married,2660,20232,Yes,11,3,80,5,2,2
22,No,Travel Rarely,581,Research & Development,Life Sciences,2007,Male,63,1,Research Scientist,Single,3375,17624,No,12,3,80,4,3,2
35,No,Travel Rarely,1395,Research & Development,Medical,2008,Male,48,2,Research Scientist,Single,5098,18698,No,19,3,80,10,10,7
33,No,Travel Rarely,501,Research & Development,Medical,2009,Female,95,2,Healthcare Representative,Married,4878,21653,Yes,13,3,80,10,9,7
32,No,Travel Rarely,267,Research & Development,Life Sciences,2010,Female,49,1,Laboratory Technician,Single,2837,15919,No,13,3,80,6,6,2
40,No,Travel Rarely,543,Research & Development,Life Sciences,2012,Male,83,1,Laboratory Technician,Married,2406,4060,No,19,3,80,8,1,0
32,No,Travel Rarely,234,Sales,Medical,2013,Male,68,1,Sales Representative,Married,2269,18024,No,14,3,80,3,2,2
39,No,Travel Rarely,116,Research & Development,Life Sciences,2014,Male,52,2,Research Scientist,Single,4108,5340,No,13,3,80,18,7,7
38,No,Travel Rarely,201,Research & Development,Medical,2015,Female,99,3,Research Director,Married,13206,3376,No,12,3,80,20,18,16
32,No,Travel Rarely,801,Sales,Marketing,2016,Female,48,3,Sales Executive,Married,10422,24032,No,19,3,80,14,14,10
37,No,Travel Rarely,161,Research & Development,Life Sciences,2017,Female,42,3,Research Director,Married,13744,15471,Yes,25,4,80,16,16,11
25,No,Travel Rarely,1382,Sales,Other,2018,Female,85,2,Sales Executive,Divorced,4907,13684,Yes,22,4,80,6,5,3
52,No,Non-Travel,585,Sales,Life Sciences,2019,Male,40,1,Sales Representative,Divorced,3482,19788,No,15,3,80,16,9,8
44,No,Travel Rarely,1037,Research & Development,Medical,2020,Male,42,1,Research Scientist,Single,2436,13422,Yes,12,3,80,6,4,3
21,No,Travel Rarely,501,Sales,Medical,2021,Male,58,1,Sales Representative,Single,2380,25479,Yes,11,3,80,2,2,2
39,No,Non-Travel,105,Research & Development,Life Sciences,2022,Male,87,5,Manager,Single,19431,15302,No,13,3,80,21,6,0
23,Yes,Travel Frequently,638,Sales,Marketing,2023,Male,33,1,Sales Representative,Married,1790,26956,No,19,3,80,1,1,0
36,No,Travel Rarely,557,Sales,Medical,2024,Female,94,3,Sales Executive,Married,7644,12695,No,19,3,80,10,9,7
36,No,Travel Frequently,688,Research & Development,Life Sciences,2025,Female,97,2,Manufacturing Director,Divorced,5131,9192,No,13,3,80,18,4,2
56,No,Non-Travel,667,Research & Development,Life Sciences,2026,Male,57,2,Healthcare Representative,Divorced,6306,26236,No,21,4,80,13,13,12
29,Yes,Travel Rarely,1092,Research & Development,Medical,2027,Male,36,1,Research Scientist,Married,4787,26124,Yes,14,3,80,4,2,2
42,No,Travel Rarely,300,Research & Development,Life Sciences,2031,Male,56,5,Manager,Married,18880,17312,No,11,3,80,24,22,6
56,Yes,Travel Rarely,310,Research & Development,Technical Degree,2032,Male,72,1,Laboratory Technician,Married,2339,3666,No,11,3,80,14,10,9
41,No,Travel Rarely,582,Research & Development,Life Sciences,2034,Female,60,4,Manufacturing Director,Married,13570,5640,No,23,4,80,21,20,7
34,No,Travel Rarely,704,Sales,Marketing,2035,Female,95,2,Sales Executive,Married,6712,8978,No,21,4,80,8,8,7
36,No,Non-Travel,301,Sales,Marketing,2036,Male,88,2,Sales Executive,Divorced,5406,10436,No,24,4,80,15,15,12
41,No,Travel Rarely,930,Sales,Life Sciences,2037,Male,57,2,Sales Executive,Divorced,8938,12227,No,11,3,80,14,5,4
32,No,Travel Rarely,529,Research & Development,Technical Degree,2038,Male,78,1,Research Scientist,Single,2439,11288,No,14,3,80,4,4,2
35,No,Travel Rarely,1146,Human Resources,Life Sciences,2040,Female,31,3,Human Resources,Single,8837,16642,Yes,16,3,80,9,9,0
38,No,Travel Rarely,345,Sales,Life Sciences,2041,Female,100,2,Sales Executive,Married,5343,5982,No,11,3,80,10,10,7
50,Yes,Travel Frequently,878,Sales,Life Sciences,2044,Male,94,2,Sales Executive,Divorced,6728,14255,No,12,3,80,12,6,3
36,No,Travel Rarely,1120,Sales,Marketing,2045,Female,100,2,Sales Executive,Married,6652,14369,No,13,3,80,8,6,3
45,No,Travel Rarely,374,Sales,Life Sciences,2046,Female,50,2,Sales Executive,Single,4850,23333,No,15,3,80,8,5,3
40,No,Travel Rarely,1322,Research & Development,Life Sciences,2048,Male,52,1,Research Scientist,Single,2809,2725,No,14,3,80,8,2,2
35,No,Travel Frequently,1199,Research & Development,Life Sciences,2049,Male,80,2,Healthcare Representative,Married,5689,24594,Yes,14,3,80,10,10,2
40,No,Travel Rarely,1194,Research & Development,Medical,2051,Female,98,1,Research Scientist,Married,2001,12549,No,14,3,80,20,5,3
35,No,Travel Rarely,287,Research & Development,Life Sciences,2052,Female,62,1,Research Scientist,Married,2977,8952,No,12,3,80,4,4,3
